65000,PAB,YER,1508250044385,-9684.21
65001,GBP,SGD,1508250044485,1914.43
65002,AFN,GTQ,1508250044585,-5361.55
65003,ANG,BGN,1508250044685,-4072.61
65004,CUP,PLN,1508250044785,3773.3
65005,NPR,BGN,1508250044885,8693.94
65006,RUB,TND,1508250044985,7692.22
65007,KHR,GIP,1508250045085,757.47
65008,SAR,VND,1508250045185,5805.06
65009,KHR,XBD,1508250045285,-7245.63
65010,XBD,YER,1508250045385,5832.88
65011,GBP,COU,1508250045485,-847.26
65012,THB,ALL,1508250045585,-4202.73
65013,NAD,PGK,1508250045685,7986.89
65014,ZMK,CHF,1508250045785,2036.93
65015,XBD,MXV,1508250045885,5013.48
65016,MXV,VND,1508250045985,7584.75
65017,BRL,NPR,1508250046085,-9134.29
65018,LKR,RON,1508250046185,-2790.59
65019,GIP,GIP,1508250046285,607.84
65020,ARS,RON,1508250046385,-3599.6
65021,GIP,LTL,1508250046485,-5418.22
65022,HKD,CUP,1508250046585,-9674.25
65023,MXV,GTQ,1508250046685,-1609.53
65024,USD,GIP,1508250046785,9398.41
65025,JMD,BMD,1508250046885,6893.75
65026,IRR,LKR,1508250046985,-5054.61
65027,ANG,DKK,1508250047085,3626.19
65028,CUP,LKR,1508250047185,1289.59
65029,ANG,RON,1508250047285,-7678.27
65030,SGD,CUP,1508250047385,9348.83
65031,GBP,BRL,1508250047485,3297.57
65032,XAU,SGD,1508250047585,-3040.08
65033,EGP,LKR,1508250047685,4172.78
65034,PGK,ALL,1508250047785,8194.14
65035,LYD,JMD,1508250047885,4451.57
65036,CLP,VND,1508250047985,8899.85
65037,ARS,BGN,1508250048085,7375.24
65038,JMD,LYD,1508250048185,-141.42
65039,ALL,NAD,1508250048285,3440.75
65040,KES,GTQ,1508250048385,8854.17
65041,ANG,RON,1508250048485,-787.51
65042,KES,ILS,1508250048585,5525.6
65043,BAM,LTL,1508250048685,6440.62
65044,JMD,BAM,1508250048785,-9690.63
65045,ARS,ANG,1508250048885,-8215.27
65046,LAK,BYR,1508250048985,3596.81
65047,RON,EUR,1508250049085,1175.37
65048,LYD,THB,1508250049185,1267.18
65049,COU,KWD,1508250049285,7390.82
65050,AUD,NPR,1508250049385,6153.28
65051,RUB,ARS,1508250049485,-40.01
65052,LAK,MVR,1508250049585,-4789.6
65053,ARS,YER,1508250049685,-3989.4
65054,ARS,BAM,1508250049785,-7040.16
65055,LAK,RUB,1508250049885,-5032.48
65056,AUD,MVR,1508250049985,2248.66
65057,SGD,MXV,1508250050085,-7318.92
65058,LTL,YER,1508250050185,2900.76
65059,COU,HTG,1508250050285,8056.26
65060,MVR,AED,1508250050385,2139.28
65061,CLP,MVR,1508250050485,-8201.42
65062,ARS,RON,1508250050585,-7245.37
65063,EGP,TND,1508250050685,-458.01
65064,PAB,SAR,1508250050785,6210.14
65065,SGD,ARS,1508250050885,5241.72
65066,BAM,CHF,1508250050985,-1139.23
65067,RUB,ILS,1508250051085,2976.64
65068,SAR,GIP,1508250051185,6168.5
65069,TND,AFN,1508250051285,-8301.12
65070,MGA,AFN,1508250051385,-1500.87
65071,AFN,LKR,1508250051485,-3704.8
65072,KWD,PGK,1508250051585,4361.9
65073,KWD,LTL,1508250051685,-4303.25
65074,CHF,ARS,1508250051785,4700.06
65075,KES,PAB,1508250051885,3618.62
65076,LYD,MGA,1508250051985,2264.16
65077,HTG,EGP,1508250052085,-3435.06
65078,PLN,IRR,1508250052185,719.94
65079,AED,NPR,1508250052285,6551.18
65080,AED,CHF,1508250052385,-8208.36
65081,GTQ,ZMK,1508250052485,-65.05
65082,UYU,ARS,1508250052585,8563.16
65083,SEK,BYR,1508250052685,8986.72
65084,KES,SAR,1508250052785,7511.78
65085,GBP,AED,1508250052885,7360.08
65086,TTD,CUP,1508250052985,9700.43
65087,NPR,USD,1508250053085,5238.6
65088,ZMK,CLP,1508250053185,-3111.78
65089,MXV,TND,1508250053285,-6744.01
65090,PLN,EGP,1508250053385,-4471.91
65091,MXV,MGA,1508250053485,7734.44
65092,CLP,BYR,1508250053585,-9586.38
65093,SAR,USD,1508250053685,2600.18
65094,USD,PLN,1508250053785,132.35
65095,SAR,MXV,1508250053885,-2432.86
65096,AFN,THB,1508250053985,3813.42
65097,BMD,GTQ,1508250054085,-2308.36
65098,AUD,AMD,1508250054185,-1432.77
65099,USD,CHF,1508250054285,8869.57
65100,SGD,SGD,1508250054385,460.75
65101,PLN,KWD,1508250054485,7760.44
65102,ZMK,LAK,1508250054585,124.22
65103,CHF,USD,1508250054685,6281.26
65104,MXV,GIP,1508250054785,3724.95
65105,LAK,USD,1508250054885,-8669.87
65106,HTG,UYU,1508250054985,7966.44
65107,ALL,CHF,1508250055085,3700.87
65108,ILS,XBD,1508250055185,-3817.23
65109,BYR,YER,1508250055285,7974.31
65110,MVR,GBP,1508250055385,-5980.53
65111,ZMK,EUR,1508250055485,2069.4
65112,UYU,SAR,1508250055585,-4546.16
65113,MVR,ZMK,1508250055685,-6528.24
65114,HKD,PGK,1508250055785,-8844.44
65115,LYD,GBP,1508250055885,-5895.57
65116,NAD,ANG,1508250055985,-5121.42
65117,SAR,AUD,1508250056085,352.95
65118,CLP,KWD,1508250056185,-6522.42
65119,THB,UYU,1508250056285,-5293.06
65120,SEK,HTG,1508250056385,1339.22
65121,IRR,CUP,1508250056485,4444.07
65122,GBP,XAU,1508250056585,-96.59
65123,USD,KHR,1508250056685,7187.66
65124,BMD,MVR,1508250056785,-7768.93
65125,MVR,LKR,1508250056885,7252.96
65126,LKR,COU,1508250056985,-3728.79
65127,TND,UYU,1508250057085,7510.85
65128,RON,NPR,1508250057185,8923.79
65129,GTQ,EUR,1508250057285,3904.4
65130,AMD,ANG,1508250057385,6830.38
65131,AMD,NPR,1508250057485,1429.19
65132,VND,TTD,1508250057585,5009.02
65133,IRR,RUB,1508250057685,-3179.08
65134,GBP,EGP,1508250057785,-2747.43
65135,LTL,AED,1508250057885,2684.23
65136,LYD,KHR,1508250057985,-5787.07
65137,ALL,NAD,1508250058085,-3541.8
65138,SGD,KES,1508250058185,-1808.16
65139,ARS,ILS,1508250058285,-5627.4
65140,PAB,MVR,1508250058385,-4940.7
65141,FJD,RUB,1508250058485,2142.53
65142,AMD,RUB,1508250058585,942.12
65143,AFN,BGN,1508250058685,-9871.08
65144,NAD,GIP,1508250058785,7200.7
65145,AMD,ARS,1508250058885,-1578.82
65146,HTG,AUD,1508250058985,-5114.62
65147,CLP,USD,1508250059085,6952.37
65148,EUR,MNT,1508250059185,-2207.58
65149,BYR,GIP,1508250059285,-4675.33
65150,ARS,CUP,1508250059385,-9807.38
65151,BRL,SAR,1508250059485,-2695.78
65152,VND,USD,1508250059585,5365.8
65153,LAK,THB,1508250059685,4553.3
65154,ARS,PLN,1508250059785,-1364.93
65155,KHR,CHF,1508250059885,4529.95
65156,BMD,DKK,1508250059985,3364.67
65157,XAU,CLP,1508250060085,-2161.54
65158,GTQ,LKR,1508250060185,-9618.11
65159,ZMK,BMD,1508250060285,2709.86
65160,PAB,PLN,1508250060385,5840.64
65161,ZMK,BAM,1508250060485,-1407.16
65162,SEK,HKD,1508250060585,5305.82
65163,MNT,HTG,1508250060685,-281.82
65164,EGP,LYD,1508250060785,3759.91
65165,LAK,THB,1508250060885,-6548.62
65166,BMD,SAR,1508250060985,-6412.91
65167,AED,RUB,1508250061085,571.39
65168,GTQ,MVR,1508250061185,-8043.41
65169,EUR,AFN,1508250061285,-3581.3
65170,NAD,RUB,1508250061385,-7698.96
65171,HKD,KWD,1508250061485,7072.15
65172,KHR,PGK,1508250061585,3974.08
65173,YER,ARS,1508250061685,-4923.35
65174,BAM,CUP,1508250061785,-7806.03
65175,MXV,XAU,1508250061885,9306.1
65176,GTQ,MNT,1508250061985,-5131.38
65177,MVR,JMD,1508250062085,-4331.11
65178,PLN,ALL,1508250062185,-8003.38
65179,UYU,DKK,1508250062285,4724.68
65180,THB,AUD,1508250062385,505.7
65181,DKK,ILS,1508250062485,1868
65182,SGD,KWD,1508250062585,-3606.05
65183,RUB,IRR,1508250062685,1347.55
65184,LKR,RON,1508250062785,-4037.61
65185,ARS,GBP,1508250062885,-9356.47
65186,AMD,AUD,1508250062985,8164.49
65187,AUD,ANG,1508250063085,3044.48
65188,EGP,TTD,1508250063185,-4644.6
65189,BRL,AMD,1508250063285,7887.91
65190,JMD,ARS,1508250063385,-4977.69
65191,AMD,PAB,1508250063485,-3093.13
65192,GTQ,ZMK,1508250063585,746.95
65193,BGN,CUP,1508250063685,-3679.61
65194,GIP,ARS,1508250063785,-2661.31
65195,GIP,SGD,1508250063885,5395.14
65196,BRL,YER,1508250063985,-1262.51
65197,LTL,KWD,1508250064085,8677.4
65198,SEK,ARS,1508250064185,4190.59
65199,PAB,LAK,1508250064285,9248.97
65200,ARS,MVR,1508250064385,-63.88
65201,BGN,PAB,1508250064485,-9688.96
65202,MNT,XBD,1508250064585,2077.31
65203,JMD,KWD,1508250064685,-8926.97
65204,BAM,RON,1508250064785,-1292.99
65205,USD,EGP,1508250064885,-2944.33
65206,UYU,ARS,1508250064985,-6833.77
65207,FJD,IRR,1508250065085,-5938.24
65208,MVR,JMD,1508250065185,-1578.23
65209,RUB,CUP,1508250065285,6585.89
65210,COU,USD,1508250065385,8073.25
65211,LAK,AED,1508250065485,-4497.58
65212,KWD,JMD,1508250065585,904.99
65213,XAU,MGA,1508250065685,4477.5
65214,AFN,CHF,1508250065785,1952.76
65215,SGD,THB,1508250065885,496.54
65216,SGD,SGD,1508250065985,-2157.97
65217,TND,GBP,1508250066085,-203.9
65218,TND,KHR,1508250066185,2066.97
65219,ALL,SEK,1508250066285,7765.61
65220,GTQ,AED,1508250066385,6625.38
65221,VND,GTQ,1508250066485,9276.7
65222,PLN,SAR,1508250066585,-9976.58
65223,IRR,BAM,1508250066685,6457.58
65224,NAD,MVR,1508250066785,3447.64
65225,SAR,SAR,1508250066885,4020.51
65226,GTQ,USD,1508250066985,-7485.57
65227,BYR,IRR,1508250067085,-9453.41
65228,ARS,RUB,1508250067185,2406.59
65229,MVR,KES,1508250067285,-1876.36
65230,CLP,LKR,1508250067385,661.61
65231,AMD,SEK,1508250067485,5719.19
65232,LYD,VND,1508250067585,-9030.55
65233,PLN,AFN,1508250067685,-5234.18
65234,DKK,BRL,1508250067785,-36.83
65235,AED,MVR,1508250067885,-7434.05
65236,DKK,AUD,1508250067985,-649.2
65237,ARS,MNT,1508250068085,-7974.96
65238,BYR,PLN,1508250068185,-9638.96
65239,COU,KHR,1508250068285,-551.78
65240,UYU,NAD,1508250068385,-5809.65
65241,ANG,DKK,1508250068485,8048.03
65242,PGK,RUB,1508250068585,9089.89
65243,CLP,UYU,1508250068685,8585.58
65244,BAM,HTG,1508250068785,5374.19
65245,SEK,MXV,1508250068885,-6805.95
65246,XAU,KWD,1508250068985,-2261.11
65247,SEK,MGA,1508250069085,9710.3
65248,NPR,UYU,1508250069185,-1075.4
65249,NPR,RUB,1508250069285,-4616.73
65250,IRR,XBD,1508250069385,-647.54
65251,MVR,GIP,1508250069485,7060.9
65252,XBD,VND,1508250069585,-1408.78
65253,SGD,GTQ,1508250069685,-5881.03
65254,THB,CLP,1508250069785,-8585.02
65255,PAB,IRR,1508250069885,-2462.29
65256,SAR,AFN,1508250069985,-5892.22
65257,ANG,YER,1508250070085,-1483.73
65258,EUR,PGK,1508250070185,-3790.42
65259,JMD,MNT,1508250070285,-9480.98
65260,NAD,CLP,1508250070385,-4963.95
65261,ZMK,DKK,1508250070485,-4841.62
65262,HTG,BYR,1508250070585,1310.22
65263,BGN,CHF,1508250070685,-6862.68
65264,LKR,EUR,1508250070785,-4299.49
65265,LKR,CLP,1508250070885,-7285.62
65266,SEK,ALL,1508250070985,9861.17
65267,XAU,KES,1508250071085,-1259.17
65268,BYR,BGN,1508250071185,8924.25
65269,ALL,LTL,1508250071285,1991.2
65270,UYU,NPR,1508250071385,2817.23
65271,THB,KWD,1508250071485,-9183.64
65272,SAR,GTQ,1508250071585,4108.9
65273,TND,IRR,1508250071685,-7544.51
65274,UYU,NPR,1508250071785,-6537.33
65275,ARS,AMD,1508250071885,9825.15
65276,USD,LYD,1508250071985,8657.9
65277,SAR,AMD,1508250072085,-750.56
65278,ARS,LKR,1508250072185,8296.55
65279,BYR,LKR,1508250072285,6204.49
65280,ALL,ALL,1508250072385,825.12
65281,ARS,RON,1508250072485,-1662.15
65282,LAK,NPR,1508250072585,-2233.68
65283,BRL,NAD,1508250072685,-786.87
65284,SEK,ZMK,1508250072785,-3222.74
65285,SGD,BGN,1508250072885,1662.09
65286,AMD,AFN,1508250072985,5351.34
65287,LAK,KHR,1508250073085,-1649.97
65288,MVR,XBD,1508250073185,-5009.08
